(-88, 141) = 0
(180, 97) = 1
(29, -21) = 1
(-127, 10) = 0
(140, 165) = 1
(57, -95) = 1
(17, 48) = 1
(-127, 115) = 0
(-182, 43) = 0
(11, 169) = 1
(-103, 168) = 0
(119, -79) = 1
(-109, 136) = 0
(-147, -174) = 0
(-113, -59) = 0
(160, 1) = 1
(-31, 77) = 0
(187, -6) = 1
(184, -77) = 1
(89, -36) = 1
(200, -162) = 1
(-86, -74) = 0
(-159, 10) = 0
(-97, -130) = 0
(30, -114) = 1
(173, 8) = 1
(-155, -119) = 0
(188, 117) = 1
(-142, 33) = 0
(-89, -23) = 0
(159, -121) = 1
(198, 12) = 1
(-192, 66) = 0
(-2, -23) = 0
(-115, -150) = 0
(127, -24) = 1
(102, 9) = 1
(-82, 57) = 0
(55, 60) = 1
(25, -135) = 1
(9, -98) = 1
(52, 147) = 1
(48, -43) = 1
(-54, -144) = 0
(3, 37) = 1
(-191, -164) = 0
(-50, -45) = 0
(-82, -166) = 0
(-124, 170) = 0
(-71, 179) = 0
(24, -149) = 1
(58, -79) = 1
(56, 46) = 1
(162, -91) = 1
(-71, -75) = 0
(13, -30) = 1
(-132, -27) = 0
(111, 140) = 1
(-60, 10) = 0
(-79, -67) = 0
(-17, -163) = 0
(-70, 8) = 0
(166, -143) = 1
(85, 160) = 1
(185, -27) = 1
(36, 74) = 1
(-64, 73) = 0
(59, -113) = 1
(-7, 197) = 0
(170, -183) = 1
(-136, -97) = 0
(-39, -154) = 0
(-161, -31) = 0
(-184, 168) = 0
(145, -112) = 1
(-7, 153) = 0
(198, -127) = 1
(-151, 162) = 0
(83, -107) = 1
(-69, 70) = 0
(-52, 100) = 0
(-99, -119) = 0
(-1, 45) = 1
(115, -36) = 1
(1, 10) = 0
(-20, 166) = 0
(171, 2) = 1
(-99, 108) = 0
(137, -2) = 1
(-76, -57) = 0
(74, -136) = 1
(87, 146) = 1
(-138, -48) = 0
(-71, 157) = 0
(179, -88) = 1
(66, -151) = 1
(-3, 141) = 0
(120, 22) = 1
(23, 57) = 1
(-49, -113) = 0
(-158, 54) = 0
(90, 70) = 1
(113, -70) = 1
(44, -57) = 1
(-51, 38) = 0
(-96, 9) = 0
(115, -148) = 1
(53, 74) = 1
(-119, -164) = 0
(-186, -177) = 0
(-143, 110) = 0
(-73, -166) = 0
(-19, -189) = 0
(17, 176) = 1
(63, 32) = 1
(33, 189) = 1
(46, -5) = 1
(-199, 153) = 0
(-170, -20) = 0
(62, -65) = 1
(-37, 129) = 0
(83, 182) = 1
(144, 83) = 1
(168, -136) = 1
(6, 15) = 1
(139, 119) = 1
(7, -113) = 1
(90, -109) = 1
(121, 127) = 1
(197, 165) = 1
(-84, -107) = 0
(1, -61) = 0
(-12, -34) = 0
(-159, -171) = 0
(-116, 167) = 0
(175, -192) = 1
(38, -130) = 1
(-88, 164) = 0
(127, 129) = 1
(71, -90) = 1
(-99, 113) = 0
(74, 175) = 1
(186, 104) = 1
(-52, 178) = 0
(-137, 155) = 0
(154, 137) = 1
(-199, 63) = 0
(102, 151) = 1
(196, 75) = 1
(-66, -176) = 0
(-87, -45) = 0
(158, -152) = 1
(182, -96) = 1
(116, -87) = 1
(41, 165) = 1
(-28, -79) = 0
(146, -103) = 1
(133, -47) = 1
(60, -196) = 1
(16, 198) = 1
(74, 86) = 1
(-98, 131) = 0
(25, -183) = 1
(114, -168) = 1
(-57, -32) = 0
(-87, 93) = 0
(102, -116) = 1
(-199, 132) = 0
(42, 174) = 1
(-29, 8) = 0
(150, 136) = 1
(152, -113) = 1
(26, -193) = 1
(191, -134) = 1
(-19, -153) = 0
(163, 45) = 1
(-59, -131) = 0
(100, -124) = 1
(173, 88) = 1
(-193, -58) = 0
(109, -36) = 1
(-86, -113) = 0
(10, 178) = 1
(20, 198) = 1
(4, -108) = 1
(-194, 188) = 0
(-170, -199) = 0
(-124, 14) = 0
(-197, -97) = 0
(48, -194) = 1
(-193, -36) = 0
(12, -50) = 1
(-18, 67) = 0
(40, 52) = 1
(72, 131) = 1
(-199, -129) = 0
(-46, 145) = 0
(-106, 35) = 0
(-89, -194) = 0
(-49, -139) = 0
(-86, -80) = 0
(165, -192) = 1
(-73, -110) = 0
(-17, 162) = 0
(71, -128) = 1
(-177, 2) = 0
(74, 169) = 1
(-75, 64) = 0
(184, -43) = 1
(19, -53) = 1
(5, 188) = 1
(150, 27) = 1
(-23, -37) = 0
(-11, -99) = 0
(71, -8) = 1
(-66, 74) = 0
(-153, -115) = 0
(128, -151) = 1
(127, -82) = 1
(170, -123) = 1
(74, 28) = 1
(-116, -174) = 0
(144, -35) = 1
(143, 72) = 1
(-21, -170) = 0
(-23, -185) = 0
(-174, 194) = 0
(-53, 82) = 0
(167, 153) = 1
(162, -140) = 1
(73, 146) = 1
(-125, 15) = 0
(17, -172) = 1
(156, 77) = 1
(-170, 186) = 0
(170, 154) = 1
(-56, 5) = 0
(-163, -6) = 0
(80, -96) = 1
(138, 145) = 1
(39, 170) = 1
(-106, -21) = 0
(170, 125) = 1
(130, 138) = 1
(27, 36) = 1
(98, 26) = 1
(149, -100) = 1
(-77, 88) = 0
(-57, 147) = 0
(37, 187) = 1
(44, -119) = 1
(73, -29) = 1
(170, -90) = 1
(-47, -29) = 0
(112, 0) = 1
(-189, 162) = 0
(-62, 185) = 0
(180, 22) = 1
(-15, 179) = 0
(51, 101) = 1
(-36, -114) = 0
(-69, -195) = 0
(-13, 152) = 0
(-101, 140) = 0
(18, -72) = 1
(-61, -144) = 0
(-163, 79) = 0
(54, 97) = 1
(98, 42) = 1
(-113, -64) = 0
(54, -127) = 1
(-44, 80) = 0
(-187, -113) = 0
(80, 128) = 1
(23, -135) = 1
(14, 21) = 1
(-71, -39) = 0
(-126, -82) = 0
(-121, -104) = 0
(-35, -20) = 0
(140, -124) = 1
(109, -181) = 1
(98, 198) = 1
(155, -27) = 1
(-38, -34) = 0
(-3, 181) = 0
(52, -12) = 1
(-173, 157) = 0
(-167, -118) = 0
(-119, -188) = 0
(-199, 179) = 0
(20, -2) = 1
(-104, 115) = 0
(-140, -42) = 0
(-193, 113) = 0
(197, 109) = 1
(-71, 10) = 0
(-81, -168) = 0
(54, -198) = 1
(19, 23) = 1
(-80, 12) = 0
(100, -60) = 1
(-33, 166) = 0
(176, -98) = 1
(193, -142) = 1
(-97, 29) = 0
(-72, 45) = 0
(-94, 109) = 0
(-75, 196) = 0
(19, 27) = 1
(40, -105) = 1
(-22, -120) = 0
(197, -200) = 1
(-105, 64) = 0
(73, 131) = 1
(-83, 108) = 0
(183, -189) = 1
(148, 6) = 1
(-150, -113) = 0
(-23, -173) = 0
(138, 144) = 1
(98, -55) = 1
(-33, 3) = 0
(135, -74) = 1
(-75, -51) = 0
(107, 151) = 1
(-174, 185) = 0
(-14, 157) = 0
(143, 132) = 1
(14, 15) = 1
(-44, 8) = 0
(66, 86) = 1
(-123, 20) = 0
(-51, -157) = 0
(23, 79) = 1
(-114, -122) = 0
(-121, -98) = 0
(69, 121) = 1
(-43, 115) = 0
(160, -18) = 1
(-173, 1) = 0
(-23, 162) = 0
(17, -11) = 1
(96, -195) = 1
(101, 200) = 1
(176, -160) = 1
(-122, 184) = 0
(-47, -91) = 0
(14, -32) = 1
(21, -21) = 1
(118, -118) = 1
(88, 5) = 1
(139, -135) = 1
(-37, -53) = 0
(182, -51) = 1
(-170, 13) = 0
(199, 177) = 1
(193, -183) = 1
(-53, -161) = 0
(98, 121) = 1
(-49, -171) = 0
(174, 134) = 1
(20, 188) = 1
(-65, 134) = 0
(-94, -149) = 0
(-29, -100) = 0
(17, 160) = 1
(166, -151) = 1
(157, -42) = 1
(-83, -119) = 0
(31, 131) = 1
(-181, -115) = 0
(-136, 87) = 0
(-46, -76) = 0
(-53, -32) = 0
(73, -128) = 1
(100, 87) = 1
(-157, -95) = 0
(-176, 45) = 0
(-44, 158) = 0
(-168, -193) = 0
(-94, -62) = 0
(39, -66) = 1
(16, -136) = 1
(-67, 176) = 0
(-103, -23) = 0
(-11, 61) = 0
(84, 63) = 1
(119, -39) = 1
(139, 121) = 1
(155, 96) = 1
(-158, -22) = 0
(-136, -30) = 0
(122, -68) = 1
(24, 128) = 1
(77, -99) = 1
(172, 119) = 1
(-184, -109) = 0
(77, -57) = 1
(-68, 167) = 0
(-35, -107) = 0
(191, -107) = 1
(-33, -89) = 0
(17, -141) = 1
(71, 34) = 1
(176, -40) = 1
(-68, 90) = 0
(-20, 69) = 0
(-14, 173) = 0
(-137, 9) = 0
(140, 19) = 1
(-13, -112) = 0
(-137, -82) = 0
(117, -60) = 1
(179, 137) = 1
(-2, -17) = 0
(-6, -115) = 0
(38, -21) = 1
(8, -129) = 1
(62, 69) = 1
(25, -195) = 1
(-151, -142) = 0
(-166, 49) = 0
(164, -10) = 1
(-91, 195) = 0
(-152, -155) = 0
(5, -142) = 1
(-105, 156) = 0
(51, 71) = 1
(85, 150) = 1
(-5, -62) = 0
(3, -114) = 1
(79, -2) = 1
(-171, -80) = 0
(157, -112) = 1
(-200, -137) = 0
(-100, 44) = 0
(-167, -146) = 0
(163, -29) = 1
(-88, 138) = 0
(30, 40) = 1
(-49, -143) = 0
(-149, -179) = 0
(146, 124) = 1
(-14, 41) = 0
(111, 91) = 1
(59, 137) = 1
(162, -149) = 1
(-15, -39) = 0
(-152, 31) = 0
(157, 154) = 1
(-41, 138) = 0
(-28, 150) = 0
(4, 155) = 1
(29, -103) = 1
(-8, -177) = 0
(132, 83) = 1
(-96, 197) = 0
(-191, -81) = 0
(0, 118) = 1
(34, -1) = 1
(139, 159) = 1
(105, -173) = 1
(-180, 103) = 0
(172, 126) = 1
(25, 152) = 1
(-168, 122) = 0
(149, -150) = 1
(88, -17) = 1
(-36, -1) = 0
(-66, -149) = 0
(147, -75) = 1
(158, -140) = 1
(10, -103) = 1
(-40, -175) = 0
(-38, 175) = 0
(-9, -69) = 0
(6, 7) = 1
(-18, -176) = 0
(158, 51) = 1
(22, -190) = 1
(-9, -154) = 0
(-128, -196) = 0
(62, 105) = 1
(199, 141) = 1
(-31, 154) = 0
(113, 167) = 1
(-6, 75) = 0
(-26, -48) = 0
(45, -100) = 1
(-152, 53) = 0
(197, -88) = 1
(10, -175) = 1
(68, -106) = 1
(74, 111) = 1
(-136, 177) = 0
(137, -104) = 1
(-50, -95) = 0
(162, 68) = 1
(181, -72) = 1
(47, -10) = 1
(-68, 137) = 0
(-26, -20) = 0
(-147, -181) = 0
(-119, -97) = 0
(-64, 119) = 0
(38, -3) = 1
(-103, 126) = 0
(51, -57) = 1
(29, -147) = 1
(105, 65) = 1
(7, 67) = 1
(-77, 76) = 0
(177, -16) = 1
(-156, -95) = 0
(129, 136) = 1
(-56, 12) = 0
(-160, -186) = 0
(-195, 14) = 0
(-142, 181) = 0
(57, -16) = 1
(-81, -119) = 0
(-108, -139) = 0
(-177, -6) = 0
(-108, 83) = 0
(-173, -61) = 0
(146, 141) = 1
(-191, -98) = 0
(142, 69) = 1
(-118, -30) = 0
(-25, 30) = 0
(59, -166) = 1
(-119, 168) = 0
(193, 123) = 1
(-55, -185) = 0
(-159, 19) = 0
(-71, -10) = 0
(6, 162) = 1
(-89, -191) = 0
(-140, -95) = 0
(121, 90) = 1
(-171, 156) = 0
(128, 14) = 1
(-79, -45) = 0
(174, -2) = 1
(27, -11) = 1
(86, 20) = 1
(166, 43) = 1
(76, -24) = 1
(-195, 152) = 0
(58, -175) = 1
(138, -19) = 1
(44, 87) = 1
(62, 6) = 1
(-160, -199) = 0
(-44, -175) = 0
(130, 125) = 1
(102, 87) = 1
(169, 69) = 1
(90, 87) = 1
(82, 179) = 1
(180, 104) = 1
(-65, -16) = 0
(-78, -53) = 0
(197, -193) = 1
(135, 68) = 1
(14, 48) = 1
(90, 139) = 1
(152, 35) = 1
(-101, 1) = 0
(-28, -179) = 0
(-184, 128) = 0
(48, -70) = 1
(-52, 77) = 0
(115, -185) = 1
(-150, 65) = 0
(9, 39) = 1
(-90, 188) = 0
(176, -170) = 1
(-161, 36) = 0
(-179, -111) = 0
(-17, -169) = 0
(-97, 130) = 0
(-127, 146) = 0
(28, -87) = 1
(169, 9) = 1
(-137, -68) = 0
(-1, -56) = 0
(-74, 186) = 0
(89, -80) = 1
(-123, -57) = 0
(57, 187) = 1
(126, -174) = 1
(-77, -140) = 0
(10, 105) = 1
(-35, -152) = 0
(192, 44) = 1
(43, 18) = 1
(-173, -37) = 0
(115, 102) = 1
(-78, 33) = 0
(-143, 25) = 0
(53, 169) = 1
(-188, -41) = 0
(-109, 186) = 0
(-148, -186) = 0
(-174, -28) = 0
(-14, 111) = 0
(157, -2) = 1
(-67, -102) = 0
(-156, -55) = 0
(-158, -131) = 0
(-168, 32) = 0
(62, -52) = 1
(-171, 89) = 0
(-163, -115) = 0
(-140, 73) = 0
(-93, -114) = 0
(-139, -105) = 0
(-130, 123) = 0
(-138, -83) = 0
(-199, 14) = 0
(161, -106) = 1
(-152, -197) = 0
(85, 116) = 1
(-25, 179) = 0
(-140, -193) = 0
(-50, -167) = 0
(-194, 120) = 0
(-141, -174) = 0
(-1, 60) = 1
(-171, 128) = 0
(155, -5) = 1
(49, -88) = 1
(107, -154) = 1
(158, -122) = 1
(19, -136) = 1
(-196, -169) = 0
(120, 181) = 1
(55, -80) = 1
(-103, 27) = 0
(10, -24) = 1
(69, -107) = 1
(195, 104) = 1
(-107, -171) = 0
(74, -149) = 1
(-146, -9) = 0
(22, 181) = 1
(135, 114) = 1
(-120, -158) = 0
(36, 194) = 1
(167, 61) = 1
(-54, 111) = 0
(-94, 133) = 0
(-35, 155) = 0
(-132, 162) = 0
(98, 150) = 1
(-173, 40) = 0
(-155, 34) = 0
(-23, -197) = 0
(-190, 179) = 0
(58, -136) = 1
(65, -39) = 1
(-65, 77) = 0
(149, 38) = 1
(34, 32) = 1
(46, -73) = 1
(-42, 147) = 0
(-112, -59) = 0
(50, -106) = 1
(-90, -160) = 0
(67, 65) = 1
(80, 40) = 1
(42, 93) = 1
(-132, -184) = 0
(14, -79) = 1
(-126, 143) = 0
(-111, -117) = 0
(-91, -140) = 0
(-30, -78) = 0
(169, -66) = 1
(111, 193) = 1
(-142, -22) = 0
(135, -133) = 1
(-83, 144) = 0
(175, 45) = 1
(-11, 153) = 0
(123, 142) = 1
(113, 110) = 1
(-33, 70) = 0
(-116, 150) = 0
(41, 117) = 1
(77, 1) = 1
(-171, -20) = 0
(-157, 95) = 0
(175, 65) = 1
(75, -70) = 1
(5, 6) = 1
(148, 176) = 1
(-145, 119) = 0
(-183, -73) = 0
(-96, 187) = 0
(-54, 79) = 0
(146, -92) = 1
(199, -17) = 1
(46, 84) = 1
(88, -171) = 1
(47, 0) = 1
(-144, -141) = 0
(25, 105) = 1
(-113, 180) = 0
(-163, 52) = 0
(-115, -152) = 0
(153, -21) = 1
(-121, 87) = 0
(-152, 193) = 0
(-62, 161) = 0
(139, -106) = 1
(191, 179) = 1
(-159, -85) = 0
(128, -100) = 1
(-184, 106) = 0
(67, -165) = 1
(149, -114) = 1
(60, -16) = 1
(-76, 21) = 0
(-125, 13) = 0
(80, 55) = 1
(76, -198) = 1
(67, 96) = 1
(70, -164) = 1
(-187, 124) = 0
(-160, 143) = 0
(-83, -196) = 0
(-197, -110) = 0
(144, -163) = 1
(169, -112) = 1
(176, -101) = 1
(-124, 94) = 0
(11, 128) = 1
(54, -69) = 1
(163, -30) = 1
(-158, 188) = 0
(118, -198) = 1
(15, -145) = 1
(177, -141) = 1
(-7, 76) = 0
(-107, 119) = 0
(-69, 64) = 0
(126, 114) = 1
(36, 69) = 1
(-179, 176) = 0
(-162, -64) = 0
(186, 41) = 1
(23, -55) = 1
(-141, 179) = 0
(-150, 123) = 0
(103, 26) = 1
(-130, -129) = 0
(99, 95) = 1
(-74, -62) = 0
(-145, 4) = 0
(75, 1) = 1
(160, 177) = 1
(-92, -58) = 0
(119, -175) = 1
(-193, 23) = 0
(37, 25) = 1
(183, -163) = 1
(-99, -136) = 0
(18, 61) = 1
(-99, -122) = 0
(-195, -23) = 0
(97, -15) = 1
(21, -180) = 1
(-178, 99) = 0
(158, -55) = 1
(-187, 74) = 0
(82, 184) = 1
(-24, -160) = 0
(193, -2) = 1
(-155, -57) = 0
(-182, -98) = 0
(116, 183) = 1
(144, -28) = 1
(-23, 134) = 0
(151, -46) = 1
(-61, -126) = 0
(59, 42) = 1
(-154, 108) = 0
(152, 85) = 1
(-122, -130) = 0
(-158, -171) = 0
(-27, 200) = 0
(-31, -181) = 0
(-147, -49) = 0
(92, 106) = 1
(-149, 26) = 0
(30, 37) = 1
(-83, 112) = 0
(-97, 69) = 0
(-91, 15) = 0
(165, -150) = 1
(152, 63) = 1
(-168, -7) = 0
(54, -142) = 1
(163, -151) = 1
(57, -144) = 1
(-85, -95) = 0
(34, -143) = 1
(-195, 0) = 0
(-199, 84) = 0
(194, 38) = 1
(97, -188) = 1
(140, -182) = 1
(150, 32) = 1
(200, 68) = 1
(56, 59) = 1
(-58, 132) = 0
(20, 42) = 1
(-140, 200) = 0
(1, -185) = 0
(-146, 134) = 0
(-27, -63) = 0
(-133, -90) = 0
(-192, -8) = 0
(-163, -83) = 0
(47, 19) = 1
(-27, 11) = 0
(63, -60) = 1
(-25, 15) = 0
(51, -79) = 1
(-154, 179) = 0
(-136, -125) = 0
(185, 144) = 1
(-141, -173) = 0
(58, -17) = 1
(127, -63) = 1
(-128, 109) = 0
(96, -135) = 1
(-50, -51) = 0
(-58, -134) = 0
(157, 53) = 1
(77, 109) = 1
(-9, -75) = 0
(30, -150) = 1
(152, -123) = 1
(-42, 23) = 0
(-139, 143) = 0
(-93, 66) = 0
(77, -187) = 1
(82, -111) = 1
(-96, 51) = 0
(61, -29) = 1
(-133, -193) = 0
(-104, 150) = 0
(78, 54) = 1
(104, 15) = 1
(-106, -194) = 0
(-177, 95) = 0
(-169, 167) = 0
(-120, -53) = 0
(170, -73) = 1
(18, -135) = 1
(-58, -91) = 0
(-180, 187) = 0
(193, -15) = 1
(86, 187) = 1
(91, 23) = 1
(41, 42) = 1
(-115, -147) = 0
(73, 184) = 1
(87, 189) = 1
(119, 42) = 1
(-89, -149) = 0
(-113, -1) = 0
(-177, 82) = 0
(57, 69) = 1
(-68, -42) = 0
(-48, 15) = 0
(60, -178) = 1
(33, 125) = 1
(126, 187) = 1
(-162, 122) = 0
(151, 11) = 1
(-104, 127) = 0
(9, -113) = 1
(13, 111) = 1
(-171, -90) = 0
(-127, 189) = 0
(145, 86) = 1
(-89, -80) = 0
(-88, -103) = 0
(-199, -50) = 0
(9, -76) = 1
(107, -11) = 1
(-63, -111) = 0
(-99, 121) = 0
(73, -117) = 1
(65, -137) = 1
(-166, 186) = 0
(-164, 42) = 0
(-2, -13) = 0
(-43, -55) = 0
(192, -132) = 1
(150, 68) = 1
(-118, -198) = 0
(65, 88) = 1
(-140, -141) = 0
(-155, -104) = 0
(157, -9) = 1
(42, -121) = 1
(-33, -118) = 0
(110, -26) = 1
(-192, 80) = 0
(-182, 168) = 0
(190, -54) = 1
(125, 34) = 1
(-198, 6) = 0
(103, -170) = 1
(-43, 171) = 0
(-26, -96) = 0
(1, -53) = 0
(46, 11) = 1
(-139, -171) = 0
(-145, 8) = 0
(-32, -64) = 0
(-24, 140) = 0
(-8, 57) = 0
(-65, 97) = 0
(-120, 60) = 0
(-167, -41) = 0
(-53, -23) = 0
(-68, -56) = 0
(-174, 28) = 0
(44, 35) = 1
(198, -139) = 1
(-83, 93) = 0
(164, 3) = 1
(38, 88) = 1
(-26, 135) = 0
(86, 123) = 1
(52, -188) = 1
(-31, 35) = 0
(-114, -105) = 0
(145, -168) = 1
(180, 180) = 1
(-158, -54) = 0
(178, 171) = 1
(162, -57) = 1
(-159, 181) = 0
(-137, 172) = 0
(4, -71) = 1
(184, 73) = 1
(76, -64) = 1
(188, 97) = 1
(46, -76) = 1
(83, 42) = 1
(-15, 75) = 0
(44, -170) = 1
(-87, -58) = 0
(150, 125) = 1
(117, 118) = 1
(22, 149) = 1
(-135, -93) = 0
(187, -180) = 1
(59, 108) = 1
(-85, -171) = 0
(-47, 134) = 0
(133, 58) = 1
(1, 192) = 1
(-63, -19) = 0
(-136, 109) = 0
(-17, 161) = 0
(-147, -55) = 0
(-8, -164) = 0
(-73, -12) = 0
(-187, -155) = 0
(-144, 82) = 0
(107, 124) = 1
(-104, 121) = 0
(-30, -9) = 0
(137, 130) = 1
(125, 44) = 1
(-149, -23) = 0
(169, -81) = 1
(-10, 10) = 0
(178, -149) = 1
(164, -8) = 1
(-139, 102) = 0
(179, -35) = 1
(105, 193) = 1
(-28, -165) = 0
(-196, -5) = 0
(-166, -108) = 0
(-18, 90) = 0
(166, 196) = 1
(174, 139) = 1
(32, -153) = 1
(-130, -133) = 0
(106, -26) = 1
(-173, -185) = 0
(-170, 91) = 0
(147, 5) = 1
(-195, 169) = 0
(78, -1) = 1
(-30, -12) = 0
(-23, -124) = 0
(-128, -13) = 0
(115, 151) = 1
(-91, -184) = 0
(-20, -163) = 0
(99, 153) = 1
(-165, 63) = 0
(97, -61) = 1
(-193, 106) = 0
(-102, -166) = 0
(27, -123) = 1
(82, 150) = 1
(-143, -15) = 0
(-147, -196) = 0
(-101, -188) = 0
(178, 114) = 1
(19, 75) = 1
(73, -28) = 1
(-4, -60) = 0
(-120, -143) = 0
(69, 166) = 1
(-186, -69) = 0
(-170, 107) = 0
(22, -120) = 1
(87, -148) = 1
(-146, 60) = 0
(-134, -112) = 0
(54, 131) = 1
(163, -50) = 1
(-149, -139) = 0
(139, 95) = 1
(161, -48) = 1
(-133, -27) = 0
(-187, 135) = 0
(-87, 132) = 0
(-129, -143) = 0
(-65, -49) = 0
(-114, -12) = 0
(104, 185) = 1
(-38, -80) = 0
(169, 55) = 1
(2, 149) = 1
(193, -59) = 1
(182, 185) = 1
(163, 34) = 1
(34, 16) = 1
(163, 1) = 1
(-9, 6) = 0
(23, 188) = 1
(-53, -178) = 0
(88, 115) = 1
(-30, -5) = 0
(-64, 62) = 0
(-110, 89) = 0
(-65, -72) = 0
(-23, 101) = 0
(111, -51) = 1
(-34, -161) = 0
(-196, -142) = 0
(185, -86) = 1
(34, 186) = 1
(138, -83) = 1
(-127, -51) = 0
(92, 65) = 1
(111, 142) = 1
(-66, -153) = 0
(2, 115) = 1
(-6, 165) = 0
(-120, 76) = 0
(-34, -168) = 0
(-32, 112) = 0
(-131, 47) = 0
(-189, -85) = 0
(-52, -152) = 0
(18, 113) = 1
(-140, 49) = 0
(-47, -66) = 0
(-30, 144) = 0
(127, -80) = 1
(-34, 134) = 0
(195, -151) = 1
(68, -119) = 1
(-165, 92) = 0
(20, 15) = 1
(-173, 26) = 0
(84, -7) = 1
(-186, 182) = 0
(167, 108) = 1
(46, 122) = 1
(-107, -15) = 0
(95, 75) = 1
(15, -127) = 1
(-123, -32) = 0
(-188, -127) = 0
(175, 38) = 1
(-136, 172) = 0
(183, 197) = 1
(-48, 177) = 0
(-154, -17) = 0
(-9, 150) = 0
(138, -53) = 1
(76, 139) = 1
(188, -160) = 1
(79, -194) = 1
(100, 57) = 1
(76, 44) = 1
(-143, -33) = 0
(-125, -155) = 0
(-18, 111) = 0
(24, 63) = 1
(2, 109) = 1
(-51, 176) = 0
(-134, 73) = 0
(-6, -187) = 0
(65, 191) = 1
(53, 145) = 1
(56, 188) = 1
(28, 149) = 1
(36, -94) = 1
(-59, 105) = 0
(-79, -93) = 0
(-165, -72) = 0
(39, -45) = 1
(70, -137) = 1
(142, 144) = 1
(135, 31) = 1
(-77, -70) = 0
(180, -15) = 1
(-45, 190) = 0
(-16, 195) = 0
(-156, -12) = 0
(-34, 153) = 0
(-109, -186) = 0
(133, 184) = 1
(50, -177) = 1
(110, 78) = 1
(13, 16) = 1
(113, -194) = 1
(-29, 21) = 0
(-117, 48) = 0
(-54, 183) = 0
(16, 128) = 1
(-33, 29) = 0
(-99, -112) = 0
(-123, 77) = 0
(119, 5) = 1
(-133, -65) = 0
(-171, 143) = 0
(61, -47) = 1
(-188, 79) = 0
(39, 111) = 1
(142, -161) = 1
(-22, 42) = 0
(-176, 60) = 0
(-172, 81) = 0
(-168, 15) = 0
(-96, -170) = 0
(117, 41) = 1
(-83, -13) = 0
(52, 157) = 1
(-67, -196) = 0
(30, -199) = 1
(191, -2) = 1
(-151, -116) = 0
(-10, -71) = 0
(-53, -165) = 0
(-87, 8) = 0
(65, -188) = 1
(-195, -182) = 0
(-71, 113) = 0
(177, -172) = 1
(-134, -95) = 0
(-112, -97) = 0
(193, 191) = 1
(-9, 48) = 0
(29, -180) = 1
(-19, -92) = 0
(56, -9) = 1
(-37, 191) = 0
(16, 35) = 1
(78, 183) = 1
(-120, 19) = 0
(-81, -9) = 0
(137, -8) = 1
(171, 12) = 1
(-140, 196) = 0
(168, 66) = 1
(-175, 108) = 0
(-164, -46) = 0
(-26, 49) = 0
(75, -198) = 1
(-152, -117) = 0
(-178, -109) = 0
(-125, 187) = 0
(89, 5) = 1
(181, -132) = 1
(146, -177) = 1
(77, -119) = 1
(107, -145) = 1
(-110, -172) = 0
(43, 125) = 1
(-168, -33) = 0
(38, 75) = 1
(-71, 174) = 0
(61, 151) = 1
(14, 89) = 1
(196, -2) = 1
(198, -77) = 1
(-11, 20) = 0
(80, -19) = 1
(87, -187) = 1
(64, 18) = 1
(55, -60) = 1
(-77, -98) = 0
(-87, -169) = 0
(-167, -182) = 0
(-114, -139) = 0
(-104, 20) = 0
(147, 25) = 1
(134, -121) = 1
(7, -57) = 1
(-84, -37) = 0
(177, -148) = 1
(42, 143) = 1
(-190, 177) = 0
(176, -93) = 1
(-82, -191) = 0
(149, -57) = 1
(-176, -130) = 0
(-183, 27) = 0
(-139, -63) = 0
(131, -146) = 1
(50, -101) = 1
(-94, -130) = 0
(61, 88) = 1
(-41, -189) = 0
(-29, -179) = 0
(131, 125) = 1
(-121, 92) = 0
(58, 123) = 1
(-7, 131) = 0
(159, 78) = 1
(-61, -36) = 0
(-130, -192) = 0
(36, -167) = 1
(-101, 194) = 0
(115, -89) = 1
(11, 115) = 1
(134, -82) = 1
(-118, -178) = 0
(-57, -38) = 0
(-190, -157) = 0
(-58, 199) = 0
(-139, -151) = 0
(-133, -3) = 0
(-85, 85) = 0
(127, -154) = 1
(-13, -32) = 0
(40, 160) = 1
(76, 18) = 1
(-89, 200) = 0
(200, -119) = 1
(150, -162) = 1
(123, 159) = 1
(56, -196) = 1
(125, 111) = 1
(-27, -137) = 0
(45, -126) = 1
(33, -169) = 1
(13, -57) = 1
(-161, 33) = 0
(132, 158) = 1
(175, 172) = 1
(167, -128) = 1
(-45, 194) = 0
(166, 17) = 1
(64, 176) = 1
(9, -72) = 1
(171, 70) = 1
(96, -40) = 1
(-105, 111) = 0
(-61, 154) = 0
(144, -90) = 1
(4, -53) = 1
(-125, -96) = 0
(-80, -13) = 0
(23, 95) = 1
(-10, -148) = 0
(-30, -154) = 0
(-142, 10) = 0
(78, 67) = 1
(-53, -43) = 0
(109, -110) = 1
(167, -159) = 1
(-158, -154) = 0
(-129, 181) = 0
(148, -82) = 1
(-158, 20) = 0
(45, 97) = 1
(-42, 129) = 0
(-78, -46) = 0
(-132, -131) = 0
(-32, 84) = 0
(-124, -106) = 0
(-186, -23) = 0
(-69, 57) = 0
(-197, 34) = 0
(-7, 42) = 0
(171, -110) = 1
(65, -94) = 1
(-183, -136) = 0
(144, 118) = 1
(-22, 80) = 0
(12, 40) = 1
(117, -168) = 1
(-159, 140) = 0
(-79, -95) = 0
(161, -19) = 1
(-78, -45) = 0
(25, -101) = 1
(54, -88) = 1
(91, 1) = 1
(-132, 32) = 0
(-34, -180) = 0
(19, -200) = 1
